name,human_eq_type,location,serving,status,date,status2,date2,time_spent,nyca_id
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-21 04:09:02,FIXED,2017-03-21 08:48:46,0 days 04:39:44.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 01:58:41,FIXED,2017-03-22 18:38:31,0 days 16:39:50.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 01:58:41,FIXED,2017-03-22 18:38:31,0 days 16:39:50.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:46,FIXED,2017-03-23 01:18:40,0 days 05:19:54.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:46,FIXED,2017-03-23 01:18:40,0 days 05:19:54.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:48:48,FIXED,2017-03-23 08:48:45,0 days 03:59:57.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:48:48,FIXED,2017-03-23 08:48:45,0 days 03:59:57.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 04:38:34,FIXED,2017-03-24 08:28:30,0 days 03:49:56.000000000,347
21st St - Queensbridge,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 04:38:34,FIXED,2017-03-24 08:28:30,0 days 03:49:56.000000000,347
231st St,An elevator,SW corner of 231 Street and Broadway,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 04:58:13,0 days 04:09:48.000000000,253
231st St,An elevator,SW corner of 231 Street and Broadway,Street To Mezzanine,OUTAGE,2017-03-16 12:18:29,FIXED,2017-03-16 16:38:24,0 days 04:19:55.000000000,253
231st St,An elevator,SW corner of 231 Street and Broadway,Street To Mezzanine,OUTAGE,2017-03-19 21:28:31,FIXED,2017-03-20 01:18:42,0 days 03:50:11.000000000,253
231st St,An elevator,SW corner of 231 Street and Broadway,Street To Mezzanine,OUTAGE,2017-03-27 04:18:49,FIXED,2017-03-27 09:28:34,0 days 05:09:45.000000000,253
231st St,An elevator,SW corner of 231 Street and Broadway,Street To Mezzanine,OUTAGE,2017-03-28 03:48:40,FIXED,2017-03-28 09:09:18,0 days 05:20:38.000000000,253
233rd St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 15:48:14,FIXED,2017-03-16 17:28:30,0 days 01:40:16.000000000,8
233rd St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-16 15:48:15,FIXED,2017-03-16 17:38:22,0 days 01:50:07.000000000,8
233rd St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 09:48:19,FIXED,2017-03-18 17:38:45,0 days 07:50:26.000000000,8
233rd St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-25 12:58:50,FIXED,2017-03-25 20:38:30,0 days 07:39:40.000000000,8
233rd St,An elevator,NW corner of White Plains Road and 233 Street,Street To Mezzanine,OUTAGE,2017-03-16 15:38:15,FIXED,2017-03-16 17:28:31,0 days 01:50:16.000000000,8
233rd St,An elevator,NW corner of White Plains Road and 233 Street,Street To Mezzanine,OUTAGE,2017-03-21 17:48:29,FIXED,2017-03-21 19:18:30,0 days 01:30:01.000000000,8
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-15 04:18:23,FIXED,2017-03-15 08:48:22,0 days 04:29:59.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-15 04:18:23,FIXED,2017-03-15 08:48:22,0 days 04:29:59.000000000,438
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-21 03:18:27,FIXED,2017-03-21 09:28:33,0 days 06:10:06.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-21 03:18:27,FIXED,2017-03-21 09:28:33,0 days 06:10:06.000000000,438
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-22 03:09:58,FIXED,2017-03-22 09:18:46,0 days 06:08:48.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-22 03:09:58,FIXED,2017-03-22 09:18:46,0 days 06:08:48.000000000,438
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 15:58:43,0 days 02:10:09.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 15:58:43,0 days 02:10:09.000000000,438
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-31 14:28:34,FIXED,2017-03-31 20:09:02,0 days 05:40:28.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-31 14:28:34,FIXED,2017-03-31 20:09:02,0 days 05:40:28.000000000,438
34th St - Penn Station,An elevator,,Mezzanine To Uptown Local Platform,OUTAGE,2017-03-16 12:38:24,FIXED,2017-03-16 16:48:27,0 days 04:10:03.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Uptown Local Platform,OUTAGE,2017-03-17 03:18:18,FIXED,2017-03-17 09:28:15,0 days 06:09:57.000000000,359
34th St - Penn Station,An elevator,,Mezzanine To Uptown Local Platform,OUTAGE,2017-03-18 03:28:18,FIXED,2017-03-18 09:28:48,0 days 06:00:30.000000000,359
34th St - Penn Station,An elevator,,Uptown Local Platform To Lower Mezzanine,OUTAGE,2017-03-16 15:09:25,FIXED,2017-03-16 15:38:16,0 days 00:28:51.000000000,438
34th St - Penn Station,An elevator,,Uptown Local Platform To Lower Mezzanine,OUTAGE,2017-03-20 13:58:46,FIXED,2017-03-20 15:18:52,0 days 01:20:06.000000000,438
34th St - Penn Station,An elevator,SE corner of 34th Street and Eighth Avenue,Street To Uptown Local Platform,OUTAGE,2017-03-30 02:18:32,,,,438
34th St - Penn Station,An elevator,SE corner of 34th Street and Eighth Avenue,Street To Uptown Local Platform,OUTAGE,2017-04-01 04:18:44,,,,438
3rd Ave - 149th St,An elevator,NW corner of 149th Street and Third Avenue,Street To Downtown Platform,OUTAGE,2017-03-14 20:38:33,FIXED,2017-03-14 23:18:24,0 days 02:39:51.000000000,283
3rd Ave - 149th St,An elevator,NW corner of 149th Street and Third Avenue,Street To Downtown Platform,OUTAGE,2017-03-17 07:58:12,FIXED,2017-03-17 09:08:53,0 days 01:10:41.000000000,283
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,FIXED,2017-03-15 08:58:14,,,,283
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-17 04:08:16,FIXED,2017-03-17 08:48:21,0 days 04:40:05.000000000,283
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-23 05:28:31,FIXED,2017-03-23 09:28:43,0 days 04:00:12.000000000,283
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-28 23:58:51,FIXED,2017-03-29 05:58:39,0 days 05:59:48.000000000,283
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-31 13:08:57,FIXED,2017-03-31 18:18:50,0 days 05:09:53.000000000,283
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-03-23 19:58:34,FIXED,2017-03-23 23:48:22,0 days 03:49:48.000000000,363
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-03-23 19:58:34,FIXED,2017-03-23 23:48:22,0 days 03:49:48.000000000,363
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-03-23 19:58:34,FIXED,2017-03-23 23:48:22,0 days 03:49:48.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 00:18:39,FIXED,2017-03-20 20:09:18,0 days 19:50:39.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-23 10:48:52,FIXED,2017-03-23 19:48:48,0 days 08:59:56.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 17:28:43,FIXED,2017-03-31 04:49:39,0 days 11:20:56.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Mezzanine To Street,OUTAGE,2017-03-15 10:28:21,FIXED,2017-03-15 19:38:33,0 days 09:10:12.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Mezzanine To Street,OUTAGE,2017-03-19 09:38:43,FIXED,2017-03-19 17:58:51,0 days 08:20:08.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Mezzanine To Street,OUTAGE,2017-03-20 00:18:40,FIXED,2017-03-20 10:48:44,0 days 10:30:04.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Mezzanine To Street,OUTAGE,2017-03-23 10:48:52,FIXED,2017-03-23 19:48:48,0 days 08:59:56.000000000,363
42nd St - Port Authority Bus Term,An escalator,,Mezzanine To Street,OUTAGE,2017-04-01 09:48:45,,,,363
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 17:58:26,FIXED,2017-03-24 21:28:44,0 days 03:30:18.000000000,350
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-28 03:38:44,FIXED,2017-03-28 09:09:17,0 days 05:30:33.000000000,350
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-29 03:28:47,FIXED,2017-03-29 09:09:04,0 days 05:40:17.000000000,350
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 16:58:36,FIXED,2017-03-18 18:18:36,0 days 01:20:00.000000000,350
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 05:38:32,FIXED,2017-03-31 08:48:37,0 days 03:10:05.000000000,350
47th-50th Sts - Rockefeller Ctr,An elevator,NW corner of 6th Avenue and 49 Street,Street To Mezzanine,FIXED,2017-03-14 21:08:53,FIXED,2017-03-16 17:18:47,1 days 20:09:54.000000000,350
51st St,An elevator,,Downtown Platform To Passageway,FIXED,2017-03-21 08:28:41,,,,3
51st St,An elevator,,Uptown Platform To Passageway,OUTAGE,2017-03-27 14:58:25,,,,3
51st St,An escalator,,Mezzanine To Platform,OUTAGE,2017-03-27 03:48:43,FIXED,2017-03-27 09:08:44,0 days 05:20:01.000000000,3
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-16 22:18:19,FIXED,2017-03-17 02:58:18,0 days 04:39:59.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-18 00:09:32,FIXED,2017-03-18 02:48:29,0 days 02:38:57.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-18 23:18:50,FIXED,2017-03-18 23:48:49,0 days 00:29:59.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-19 19:38:29,FIXED,2017-03-20 08:38:38,0 days 13:00:09.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-31 03:48:44,FIXED,2017-03-31 09:08:35,0 days 05:19:51.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-04-01 03:28:41,FIXED,2017-04-01 08:58:45,0 days 05:30:04.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-18 00:09:33,FIXED,2017-03-18 00:18:21,0 days 00:08:48.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-18 00:09:33,FIXED,2017-03-18 00:18:21,0 days 00:08:48.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-19 00:38:44,FIXED,2017-03-19 08:48:28,0 days 08:09:44.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-19 00:38:44,FIXED,2017-03-19 08:48:28,0 days 08:09:44.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-24 13:08:31,FIXED,2017-03-24 15:38:44,0 days 02:30:13.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-24 13:08:31,FIXED,2017-03-24 15:38:44,0 days 02:30:13.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-30 15:38:46,FIXED,2017-03-30 16:58:44,0 days 01:19:58.000000000,354
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-30 15:38:46,FIXED,2017-03-30 16:58:44,0 days 01:19:58.000000000,354
59th St - Columbus Circle,An elevator,Northwest corner of Columbus Circle and Central Park West,Street To Mezzanine And Uptown 1 Platform,OUTAGE,2017-03-14 19:58:35,,,,354
59th St - Columbus Circle,An elevator,Northwest corner of Columbus Circle and Central Park West,Street To Mezzanine And Uptown 1 Platform,OUTAGE,2017-03-28 20:18:32,,,,354
59th St - Columbus Circle,An escalator,,Street To Mezzanine All Trains,FIXED,2017-03-19 09:38:45,,,,354
59th St - Columbus Circle,An escalator,,Street To Mezzanine All Trains,FIXED,2017-03-19 09:38:45,,,,354
59th St - Columbus Circle,An escalator,,Street To Mezzanine All Trains,OUTAGE,2017-03-19 09:48:34,FIXED,2017-03-24 09:28:45,4 days 23:40:11.000000000,354
59th St - Columbus Circle,An escalator,,Street To Mezzanine All Trains,OUTAGE,2017-03-19 09:48:34,FIXED,2017-03-24 09:28:45,4 days 23:40:11.000000000,354
66th St - Lincoln Ctr,An elevator,Southwest corner of 66th Street and Broadway,Street To Mezzanine And Downtown Platform,FIXED,2017-03-27 09:28:33,,,,9
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-15 11:38:26,,,,110
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-24 00:48:35,,,,110
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Uptown Platform,OUTAGE,2017-03-18 02:08:25,,,,110
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Uptown Platform,OUTAGE,2017-03-31 00:58:21,,,,110
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-19 00:58:33,,,,105
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-22 13:58:56,,,,105
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-23 06:38:29,,,,105
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-24 04:08:21,,,,105
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-25 03:18:54,,,,105
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Uptown Platform,OUTAGE,2017-03-30 03:58:41,,,,105
Atlantic Ave,An elevator,,"Mezzanine To 4, 5 Platform",OUTAGE,2017-03-25 06:28:18,FIXED,2017-03-25 08:58:38,0 days 02:30:20.000000000,49
Atlantic Ave,An elevator,,"Mezzanine To 4, 5 Platform",OUTAGE,2017-03-28 22:08:36,FIXED,2017-03-29 01:58:50,0 days 03:50:14.000000000,49
Atlantic Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-25 03:48:38,FIXED,2017-03-25 06:09:04,0 days 02:20:26.000000000,49
Atlantic Ave,An elevator,,"Mezzanine To Downtown 2,3 Platform",OUTAGE,2017-03-28 21:58:39,FIXED,2017-03-28 22:38:33,0 days 00:39:54.000000000,49
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-15 04:08:42,FIXED,2017-03-15 09:38:46,0 days 05:30:04.000000000,49
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-16 03:58:22,FIXED,2017-03-16 09:08:43,0 days 05:10:21.000000000,49
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-21 03:58:25,FIXED,2017-03-21 09:08:32,0 days 05:10:07.000000000,49
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-29 04:08:47,FIXED,2017-03-29 09:09:04,0 days 05:00:17.000000000,49
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-31 04:08:29,FIXED,2017-03-31 08:48:38,0 days 04:40:09.000000000,49
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-04-01 04:18:46,FIXED,2017-04-01 08:48:49,0 days 04:30:03.000000000,49
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-03-21 17:09:20,FIXED,2017-03-22 01:48:22,0 days 08:39:02.000000000,49
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-03-21 17:09:20,FIXED,2017-03-22 01:48:22,0 days 08:39:02.000000000,49
Atlantic Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-23 10:48:54,FIXED,2017-03-23 23:48:22,0 days 12:59:28.000000000,49
Atlantic Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-23 10:48:54,FIXED,2017-03-23 23:48:22,0 days 12:59:28.000000000,49
Atlantic Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-24 09:38:22,FIXED,2017-03-24 17:08:37,0 days 07:30:15.000000000,49
Atlantic Ave,An escalator,,Street To Mezzanine,OUTAGE,2017-03-24 09:38:22,FIXED,2017-03-24 17:08:37,0 days 07:30:15.000000000,49
Atlantic Ave,An elevator,,"Uptown 2, 3 Platform To Mezzanine",OUTAGE,2017-03-27 19:58:36,FIXED,2017-03-27 22:58:55,0 days 03:00:19.000000000,49
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,FIXED,2017-03-14 18:18:50,,,,49
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,OUTAGE,2017-03-24 04:08:22,FIXED,2017-03-24 08:48:46,0 days 04:40:24.000000000,49
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,OUTAGE,2017-03-27 12:38:31,FIXED,2017-03-27 17:08:56,0 days 04:30:25.000000000,49
Atlantic Ave,An escalator,,Lower Mezzanine To Street,OUTAGE,2017-03-23 10:48:53,FIXED,2017-03-23 19:48:49,0 days 08:59:56.000000000,49
Atlantic Ave,An escalator,,Lower Mezzanine To Street,OUTAGE,2017-03-24 09:38:22,FIXED,2017-03-24 17:08:38,0 days 07:30:16.000000000,49
Atlantic Ave,An escalator,,Lower Mezzanine To Street,OUTAGE,2017-03-31 09:28:19,FIXED,2017-03-31 17:09:08,0 days 07:40:49.000000000,49
Atlantic Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-23 06:28:18,FIXED,2017-03-23 08:18:38,0 days 01:50:20.000000000,49
Atlantic Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 03:58:44,FIXED,2017-03-24 05:58:34,0 days 01:59:50.000000000,49
Atlantic Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 07:08:52,FIXED,2017-03-27 07:58:34,0 days 00:49:42.000000000,49
Bay Pky,An elevator,,Mezzanine To Downtown,FIXED,2017-03-14 17:38:27,,,,315
Bay Pky,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 07:09:03,FIXED,2017-03-24 07:58:40,0 days 00:49:37.000000000,315
Bay Pky,An elevator,,Mezzanine To Uptown,FIXED,2017-03-14 17:38:27,,,,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,FIXED,2017-03-14 17:28:44,,,,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-15 12:08:29,FIXED,2017-03-15 18:18:27,0 days 06:09:58.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-16 21:18:30,FIXED,2017-03-17 06:08:26,0 days 08:49:56.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-18 02:48:23,FIXED,2017-03-18 04:48:31,0 days 02:00:08.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-21 11:38:53,FIXED,2017-03-21 15:09:45,0 days 03:30:52.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-22 12:28:40,FIXED,2017-03-22 16:09:15,0 days 03:40:35.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-24 02:38:44,FIXED,2017-03-24 06:48:33,0 days 04:09:49.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-26 20:48:45,FIXED,2017-03-27 00:09:20,0 days 03:20:35.000000000,315
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-28 17:18:50,FIXED,2017-03-29 04:28:26,0 days 11:09:36.000000000,315
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-15 09:28:31,FIXED,2017-03-17 02:58:18,1 days 17:29:47.000000000,57
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-19 03:38:28,FIXED,2017-03-19 04:38:37,0 days 01:00:09.000000000,57
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-20 00:48:31,FIXED,2017-03-20 04:38:24,0 days 03:49:53.000000000,57
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-27 10:38:21,FIXED,2017-03-27 18:58:31,0 days 08:20:10.000000000,57
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-28 03:58:52,,,,57
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-30 03:58:41,FIXED,2017-03-30 08:38:43,0 days 04:40:02.000000000,57
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-31 13:18:26,FIXED,2017-03-31 13:48:46,0 days 00:30:20.000000000,57
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,FIXED,2017-03-14 21:18:22,,,,57
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-03-23 03:58:37,FIXED,2017-03-23 04:38:47,0 days 00:40:10.000000000,57
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-03-27 13:18:38,,,,57
