"station","borough","equipmenttype","serving","ADA","line"
"Utica Av","BKN","EL","NORTHBOUND PLATFORM TO MEZZANINE","Y","C"
"Utica Av","BKN","EL","SOUTHBOUND PLATFORM TO MEZZANINE","Y","C"
"Utica Av","BKN","EL","STREET TO MEZZANINE","Y","C"
"Wall St","MN","ES","60 WALL STREET ATRIUM TO MEZZANINE 2/3 TRAIN PASSAGEWAY","N","3"
"Wall St","MN","ES","60 WALL STREET ATRIUM TO MEZZANINE 2/3 TRAIN PASSAGEWAY","N","3"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","B"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","B"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","B"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","B"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","B"
"West 8 St - NY Aquarium","BKN","ES","MEZZANINE TO NORTHBOUND UL PLATFORM","N","Q"
"West Farms Sq - E Tremont Av","BX","ES","STREET TO MEZZANINE","N","5"
"Whitehall St - South Ferry","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","W"
"Whitehall St - South Ferry","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","W"
"Whitehall St - South Ferry","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","W"
"125 St","MN","EL","MEZZANINE AND DOWNTOWN","Y","C"
"125 St","MN","EL","MEZZANINE AND UPTOWN","Y","C"
"125 St","MN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","6"
"125 St","MN","EL","STREET TO MEZZANINE","Y","6"
"125 St","MN","EL","STREET TO MEZZANINE","Y","C"
"14 St","MN","EL","MEZZANINE TO DOWNTOWN A,C&E PLATFORM","Y","E"
"14 St","MN","EL","MEZZANINE TO UPTOWN A,C&E PLATFORM","Y","E"
"14 St","MN","EL","STREET TO MEZZANINE","Y","E"
"14 St - Union Sq","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM(N&R)","Y","Q"
"14 St - Union Sq","MN","EL","MEZZANINE TO UPTOWN PLATFORM N,Q,R","Y","Q"
"14 St - Union Sq","MN","EL","STREET TO MEZZANINE","Y","Q"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","Q"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","Q"
"145 St","MN","ES","NORTHBOUND LL PLATFORM TO UPPER MEZZANINE","N","C"
"145 St","MN","ES","NORTHBOUND LL PLATFORM TO UPPER MEZZANINE","N","C"
"161 St - Yankee Stadium","BX","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","D"
"161 St - Yankee Stadium","BX","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","D"
"161 St - Yankee Stadium","BX","EL","MEZZANINE TO DOWNTOWN B, D","Y","D"
"161 St - Yankee Stadium","BX","EL","MEZZANINE TO UPTOWN B, D","Y","D"
"161 St - Yankee Stadium","BX","EL","MEZZANINES TO  UPTOWN 4 PLATFORM","Y","D"
"161 St - Yankee Stadium","BX","EL","MEZZANINES TO DOWNTOWN 4 PLATFORM","Y","D"
"161 St - Yankee Stadium","BX","EL","STREET TO MEZZANINE","Y","D"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","F"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","F"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","F"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","F"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","F"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","F"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","F"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","F"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","F"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","F"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","F"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","F"
"34 St - Penn","MN","EL","MEZZANINE TO DOWNTOWN LOCAL PLATFORM","Y","3"
"34 St - Penn","MN","EL","MEZZANINE TO DOWNTOWN LOCAL PLATFORM","Y","E"
"34 St - Penn","MN","EL","MEZZANINE TO EXPRESS PLATFORM","Y","E"
"34 St - Penn","MN","EL","MEZZANINE TO EXPRESS PLATFORM","Y","3"
"34 St - Penn","MN","EL","MEZZANINE TO UPTOWN LOCAL PLATFORM","Y","3"
"34 St - Penn","MN","EL","STREET TO UPTOWN LOCAL PLATFORM","Y","E"
"34 St - Penn","MN","EL","UPTOWN LOCAL PLATFORM TO LOWER MEZZANINE","Y","E"
"42 St - Bryant Park","MN","EL","LOWER MEZZANINE TO NORTHBOUND PLATFORM","Y","F"
"42 St - Bryant Park","MN","EL","NW Corner of 39th & 6th","N","F"
"42 St - Bryant Park","MN","EL","STREET TO MEZZANINE","N","F"
"42 St - Bryant Park","MN","EL","SW Corner of 42nd & 6th","N","F"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","6"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","6"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","6"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","6"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","6"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","6"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","6"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","6"
"42 St - Grand Central","MN","EL","MEZZANINE TO 7 PLATFORM","Y","6"
"42 St - Grand Central","MN","EL","MEZZANINE TO DOWNTOWN 4,5,6 PLATFORM","Y","6"
"42 St - Grand Central","MN","EL","MEZZANINE TO UPTOWN 4,5,6 PLATFORM","Y","6"
"42 St - Grand Central","MN","EL","STREET TO TERMINAL/MEZZANINE","Y","6"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","6"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","6"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","6"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","6"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","6"
"42 St - Port Authority Bus Terminal","MN","EL","BUS TERMINAL TO LOWER MEZZANINE","Y","E"
"42 St - Port Authority Bus Terminal","MN","EL","BUS TERMINAL TO LOWER MEZZANINE","Y","E"
"42 St - Port Authority Bus Terminal","MN","EL","INTERMEDIATE LANDING TO MEZZANINE","Y","E"
"42 St - Port Authority Bus Terminal","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","E"
"42 St - Port Authority Bus Terminal","MN","ES","MEZZANINE TO STREET","N","E"
"42 St - Port Authority Bus Terminal","MN","EL","STREET TO INTERMEDIATE LANDING","Y","E"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO DOWNTOWN","Y","F"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO UPTOWN","Y","F"
"47-50 St - Rockefeller Ctr","MN","EL","STREET TO MEZZANINE","Y","F"
"49 St","MN","EL","STREET TO MEZZANINE","Y","R"
"57 St - 7 Av","MN","EL","MEZZANINE TO STREET","N","R"
"59 St","MN","ES","NORTHBOUND EXPRESS PLATFORM TO NORTHBOUND LOCAL PLATFORM","N","6"
"59 St","MN","ES","NORTHBOUND EXPRESS PLATFORM TO NORTHBOUND LOCAL PLATFORM","N","6"
"59 St","MN","ES","SOUTHBOUND EXPRESS PLATFORM TO SOUTHBOUND LOCAL PLATFORM","N","6"
"59 St","MN","ES","SOUTHBOUND EXPRESS PLATFORM TO SOUTHBOUND LOCAL PLATFORM","N","6"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND DOWNTOWN","Y","B"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","C"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","B"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE ALL TRAINS","Y","B"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE AND UPTOWN 1 PLATFORM","Y","B"
"7 Av","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","E"
"7 Av","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","E"
"72 St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","3"
"72 St","MN","EL","STREET TO UPTOWN PLATFORM","Y","3"
"96 St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","3"
"96 St","MN","EL","STREET TO UPTOWN PLATFORM","Y","3"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","4"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","4"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","4"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN","Y","R"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","4"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO UPTOWN","Y","R"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","4"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","4"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","4"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","4"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","R"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","4"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","4"
"Borough Hall","BKN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","4"
"Borough Hall","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","4"
"Borough Hall","BKN","EL","STREET TO MEZZANINE","Y","4"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","J"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","J"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","J"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","F"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","F"
"Broadway-Lafayette/Bleecker St","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","F"
"Broadway-Lafayette/Bleecker St","MN","EL","STREET TO MEZZANINE AND DOWNTOWN 6 PLATFORM","Y","F"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","F"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","F"
"Brooklyn Bridge - City Hall","MN","EL","MEZZANINE TO DOWNTOWN","Y","6"
"Brooklyn Bridge - City Hall","MN","EL","MEZZANINE TO UPTOWN","Y","6"
"Brooklyn Bridge - City Hall","MN","EL","STREET TO MEZZANINE","Y","6"
"Canal St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","Q"
"Chambers St","MN","EL","MEZZANINE TO DOWNTOWN","Y","3"
"Chambers St","MN","EL","MEZZANINE TO UPTOWN","Y","3"
"Chambers St","MN","EL","STREET TO MEZZANINE","Y","3"
"Columbus Circle","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","B"
"Columbus Circle","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","B"
"Coney Island Stillwell Av","BKN","EL","3 LANDINGS","Y","N"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO D PLATFORM","Y","N"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO N PLATFORM","Y","N"
"Dekalb Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","R"
"Dekalb Av","BKN","EL","MEZZANINE TO UPTOWN","Y","R"
"Dekalb Av","BKN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","R"
"Dekalb Av","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","R"
"Dekalb Av","BKN","EL","STREET TO MEZZANINE","Y","R"
"Delancey St Essex St","MN","ES","MEZZANINE TO STREET","N","M"
"Delancey St Essex St","MN","ES","NORTHBOUND PLATFORM TO STREET","N","M"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO NORTHBOUND PLATFORM","Y","G"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","G"
"Forest Hills - 71 Av","QNS","EL","STREET TO MEZZANINE ALL TRAINS","Y","G"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","J"
"Fulton St","MN","EL","CORBIN BUILDING","Y","J"
"Fulton St","MN","EL","CORBIN BUILDING","Y","J"
"Fulton St","MN","ES","CORBIN BUILDING","N","J"
"Fulton St","MN","ES","CORBIN BUILDING","N","J"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","J"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","J"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","J"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","J"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","J"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","J"
"Fulton St","MN","EL","TRANSIT CENTER","Y","J"
"Fulton St","MN","EL","TRANSIT CENTER","Y","J"
"Fulton St","MN","ES","TRANSIT CENTER","N","J"
"Fulton St","MN","ES","TRANSIT CENTER","N","J"
"Fulton St","MN","ES","TRANSIT CENTER","N","J"
"Fulton St","MN","EL","TRANSIT CENTER","N","J"
"Fulton St","MN","EL","TRANSIT CENTER","Y","J"
"Fulton St","MN","ES","TRANSIT CENTER","N","J"
"Fulton St","MN","ES","TRANSIT CENTER","N","J"
"Fulton St","MN","EL","TRANSIT CENTER","Y","J"
"Fulton St","MN","EL","TRANSIT CENTER","Y","J"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Jackson Hts - Roosevelt Av","QNS","EL","LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM","Y","M"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN 7","Y","M"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN E/F/M/R","Y","M"
"Jackson Hts - Roosevelt Av","QNS","EL","MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7)","Y","M"
"Jay St - MetroTech","BKN","ES","LOWER MEZZANINE TO PLATFORM","N","F"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND DOWNTOWN","Y","F"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND UPTOWN","Y","F"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO PLATFORM","N","F"
"Jay St - MetroTech","BKN","EL","MEZZANINE TO PLATFORM","Y","F"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","F"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","F"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","F"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","F"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","Y","F"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","N","F"
"Lexington Av / 59 St","MN","ES","BMT CENTER ISLAND PLATFORM TO IRT SOUTHBOUND PLATFORM","N","W"
"Lexington Av / 59 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (60ST / 3RD AVE)","N","W"
"Lexington Av / 59 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (60ST / 3RD AVE)","N","W"
"Marcy Av","BKN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","Z"
"Marcy Av","BKN","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","Z"
"Prospect Park","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","S"
"Prospect Park","BKN","EL","STREET TO UPTOWN PLATFORM","Y","S"
"Queens Plaza","QNS","EL","MEZZANINE TO DOWNTOWN","Y","M"
"Queens Plaza","QNS","EL","MEZZANINE TO UPTOWN","Y","M"
"Queens Plaza","QNS","EL","STREET TO MEZZANINE","Y","M"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","3 LANDINGS","Y","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","MEZZANINE TO PLATFORM","Y","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO LIRR TO AIR TRAIN","Y","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","Z"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","YARD TO STORAGE ROOM","N","Z"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","R"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","R"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","R"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","R"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","R"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","R"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","R"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","R"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","R"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","R"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","R"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","R"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","C"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","C"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","C"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","C"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","C"
"125 St","MN","EL","MEZZANINE AND DOWNTOWN","Y","D"
"125 St","MN","EL","MEZZANINE AND UPTOWN","Y","D"
"125 St","MN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","METRO-NORTH"
"125 St","MN","EL","STREET TO MEZZANINE","Y","METRO-NORTH"
"125 St","MN","EL","STREET TO MEZZANINE","Y","D"
"14 St - Union Sq","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM(N&R)","Y","R"
"14 St - Union Sq","MN","EL","MEZZANINE TO UPTOWN PLATFORM N,Q,R","Y","R"
"14 St - Union Sq","MN","EL","STREET TO MEZZANINE","Y","R"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","R"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","R"
"145 St","MN","ES","NORTHBOUND LL PLATFORM TO UPPER MEZZANINE","N","D"
"145 St","MN","ES","NORTHBOUND LL PLATFORM TO UPPER MEZZANINE","N","D"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","M"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","M"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","M"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","M"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","M"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","M"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","M"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","M"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","M"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","M"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","M"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","M"
"34 St - Penn","MN","EL","MEZZANINE TO DOWNTOWN LOCAL PLATFORM","Y","LIRR"
"34 St - Penn","MN","EL","MEZZANINE TO EXPRESS PLATFORM","Y","LIRR"
"34 St - Penn","MN","EL","MEZZANINE TO UPTOWN LOCAL PLATFORM","Y","LIRR"
"42 St - Bryant Park","MN","EL","LOWER MEZZANINE TO NORTHBOUND PLATFORM","Y","M"
"42 St - Bryant Park","MN","EL","NW Corner of 39th & 6th","N","M"
"42 St - Bryant Park","MN","EL","STREET TO MEZZANINE","N","M"
"42 St - Bryant Park","MN","EL","SW Corner of 42nd & 6th","N","M"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","7"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","7"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","7"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","7"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","7"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","7"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","7"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","7"
"42 St - Grand Central","MN","EL","MEZZANINE TO 7 PLATFORM","Y","7"
"42 St - Grand Central","MN","EL","MEZZANINE TO DOWNTOWN 4,5,6 PLATFORM","Y","7"
"42 St - Grand Central","MN","EL","MEZZANINE TO UPTOWN 4,5,6 PLATFORM","Y","7"
"42 St - Grand Central","MN","EL","STREET TO TERMINAL/MEZZANINE","Y","7"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","7"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","7"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","7"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","7"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","7"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO DOWNTOWN","Y","M"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO UPTOWN","Y","M"
"47-50 St - Rockefeller Ctr","MN","EL","STREET TO MEZZANINE","Y","M"
"49 St","MN","EL","STREET TO MEZZANINE","Y","W"
"57 St - 7 Av","MN","EL","MEZZANINE TO STREET","N","W"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND DOWNTOWN","Y","C"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","D"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","C"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE ALL TRAINS","Y","C"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE AND UPTOWN 1 PLATFORM","Y","C"
