"station","borough","equipmenttype","serving","ADA","line"
"Pelham Bay Park","BX","ES","CENTER ISLAND PLATFORM TO STREET","N","ES121"
"Pelham Bay Park","BX","EL","CENTER ISLAND PLATFORM, INTERMEDIATE-EMPLOYEE ONLY, MEZZANINE","Y","EL122"
"Pelham Bay Park","BX","ES","MEZZANINE TO STREET","N","ES120"
"Pelham Bay Park","BX","EL","STREET TO MEZZANINE","Y","EL121"
"Pelham Pkwy","BX","EL","MEZZANINE TO DOWNTOWN","Y","EL138"
"Pelham Pkwy","BX","ES","MEZZANINE TO SOUTHBOUND PLATFORM","N","ES123"
"Pelham Pkwy","BX","EL","MEZZANINE TO UPTOWN","Y","EL137"
"Pelham Pkwy","BX","ES","STREET TO MEZZANINE","N","ES122"
"Pelham Pkwy","BX","EL","STREET TO MEZZANINE","Y","EL136"
"President St","BKN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES304"
"Prospect Park","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL383"
"Prospect Park","BKN","EL","STREET TO UPTOWN PLATFORM","Y","EL382"
"Queens Plaza","QNS","EL","MEZZANINE TO DOWNTOWN","Y","EL429"
"Queens Plaza","QNS","EL","MEZZANINE TO UPTOWN","Y","EL430"
"Queens Plaza","QNS","EL","STREET TO MEZZANINE","Y","EL428"
"Rockaway Park - Beach 116 St","QNS","EL","UNASSIGNED","Y","EL499"
"Roosevelt Island","MN","ES","CENTER MEZZANINE TO STREET","N","ES413"
"Roosevelt Island","MN","ES","CENTER MEZZANINE TO STREET","N","ES411"
"Roosevelt Island","MN","ES","CENTER MEZZANINE TO STREET","N","ES412"
"Roosevelt Island","MN","ES","LOWER MEZZANINE TO CENTER MEZZANINE","N","ES415"
"Roosevelt Island","MN","ES","LOWER MEZZANINE TO CENTER MEZZANINE","N","ES414"
"Roosevelt Island","MN","ES","LOWER MEZZANINE TO CENTER MEZZANINE","N","ES416"
"Roosevelt Island","MN","ES","NORTHBOUND PLATFORM TO LOWER MEZZANINE","N","ES417"
"Roosevelt Island","MN","ES","NORTHBOUND PLATFORM TO LOWER MEZZANINE","N","ES419"
"Roosevelt Island","MN","ES","SOUTHBOUND PLATFORM TO LOWER MEZZANINE","N","ES420"
"Roosevelt Island","MN","ES","SOUTHBOUND PLATFORM TO LOWER MEZZANINE","N","ES418"
"Roosevelt Island","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL403"
"Roosevelt Island","MN","EL","STREET TO UPTOWN PLATFORM","Y","EL404"
"Simpson St","BX","EL","STREET TO DOWNTOWN PLATFORM","Y","EL128"
"Simpson St","BX","EL","STREET TO UPTOWN PLATFORM","Y","EL127"
"Smith - 9 Sts","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES349"
"Smith - 9 Sts","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES315"
"Smith - 9 Sts","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES316"
"Smith - 9 Sts","BKN","ES","STREET TO LOWER MEZZANINE","N","ES348"
"Smith - 9 Sts","BKN","ES","STREET TO LOWER MEZZANINE","N","ES314"
"Smith - 9 Sts","BKN","ES","STREET TO LOWER MEZZANINE","N","ES313"
"South Ferry","MN","EL","MEZZANINE TO PLATFORM","Y","EL731"
"South Ferry","MN","ES","MEZZANINE TO STREET","N","ES373"
"South Ferry","MN","ES","MEZZANINE TO STREET","N","ES369"
"South Ferry","MN","ES","MEZZANINE TO STREET","N","ES370"
"South Ferry","MN","ES","MEZZANINE TO STREET","N","ES375"
"South Ferry","MN","ES","PLATFORM TO MEZZANINE","N","ES371"
"South Ferry","MN","ES","PLATFORM TO MEZZANINE","N","ES372"
"South Ferry","MN","ES","PLATFORM TO MEZZANINE","N","ES374"
"South Ferry","MN","EL","STREET TO MEZZANINE","Y","EL730"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","3 LANDINGS","Y","EL410X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","ES436"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","ES437"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","ES435"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","ES434"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","MEZZANINE TO PLATFORM","Y","EL411"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO LIRR TO AIR TRAIN","Y","EL452X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","ES432X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","ES433X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","EL450X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","EL449X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","EL448X"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","YARD TO STORAGE ROOM","N","EL454"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","ES217"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","ES216"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","ES218"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","EL233"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL229"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","EL232"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","EL230"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES267X"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES261X"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES262X"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","EL231X"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES268X"
"Utica Av","BKN","EL","NORTHBOUND PLATFORM TO MEZZANINE","Y","EL345"
"Utica Av","BKN","EL","SOUTHBOUND PLATFORM TO MEZZANINE","Y","EL346"
"Utica Av","BKN","EL","STREET TO MEZZANINE","Y","EL344"
"Wall St","MN","ES","60 WALL STREET ATRIUM TO MEZZANINE 2/3 TRAIN PASSAGEWAY","N","ES379X"
"Wall St","MN","ES","60 WALL STREET ATRIUM TO MEZZANINE 2/3 TRAIN PASSAGEWAY","N","ES378X"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","EL334"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","EL335"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","ES325"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","ES326"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","EL333"
"West 8 St - NY Aquarium","BKN","ES","MEZZANINE TO NORTHBOUND UL PLATFORM","N","ES335"
"West Farms Sq - E Tremont Av","BX","ES","STREET TO MEZZANINE","N","ES106"
"Whitehall St - South Ferry","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES351"
"Whitehall St - South Ferry","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES312"
"Whitehall St - South Ferry","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES311"
